ID;Hora_de_inicio;Hora_de_finalizacion;Correo_electronico;Usted_nacio_entre;Sexo;Sede__0;Usted_labora_en_la_sucursal_Barranquilla_en;Usted_labora_en_la_sucursal_Bogotá_en;Usted_ingreso_a_trabajar_en_West_Army_Security_Ltda_en_el_ano;Nivel_academico_alcanzado_hasta_ahora;Estado_civil;Tiene_hijos;Es_usted;Cargo_por_favor_escriba_su_respuesta;En_mi_trabajo_me_siento_lleno_de_energia;Mi_trabajo_esta_lleno_de_significado_y_proposito;El_tiempo_vuela_cuando_estoy_trabajando;Soy_fuerte_y_vigoroso_en_mi_trabajo;Estoy_entusiasmado_con_mi_trabajo;Cuando_estoy_trabajando_olvido_todo_lo_que_pasa_alrededor_de_mi;Mi_trabajo_me_inspira;Cuando_me_levanto_por_las_mananas_tengo_ganas_de_ir_a_trabajar;Soy_feliz_cuando_estoy_concentrado_en_mi_trabajo;Estoy_orgulloso_del_trabajo_que_hago;Estoy_inmerso_en_mi_trabajo;Puedo_continuar_trabajando_durante_largos_periodos_de_tiempo;Mi_trabajo_es_retador;Me_dejo_llevar_por_mi_trabajo;Soy_muy_persistente_en_mi_trabajo;Me_es_dificil_desconectarme_de_mi_trabajo;Incluso_cuando_las_cosas_no_van_bien_continuo_trabajando;Poseo_las_herramientas_de_trabajo_necesarias_para_desarrollar_mi_trabajo;El_proceso_para_obtener_nuevas_herramientas_o_remplazar_las_existentes_es_facil_y_rapido;Tengo_puesto_de_trabajo_;Mi_puesto_de_trabajo_esta_en_adecuadas_condiciones;Tengo_claras_las_normas_de_seguridad_y_salud_en_el_trabajo;Hago_pausas_activas_diarias;Dimension_Ciclo_de_vida_del_colaborador_en_la_compania;Recibi_entrenamiento_al_cargo;Recibi_Induccion_de_la_empresa_(sistemas_de_gestion_vision_mision);He_recibido_capacitacion_que_fomente_mi_crecimiento_profesional;He_recibido_capacitacion_que_fomente_mi_crecimiento_personal;Se_con_claridad_que_debo_hacer_y_como_miden_mis_resultados;"Que_tan_importante_es_para_mi_que_la_empresa_mejore_en_la_forma_en_que_se_contrata_capacita_y_despide_el_personal
";Dimension_Salario_economico;Recibo_el_salario_de_forma_puntual_y_completo;Dimension_Expectativas_a_futuro;Dimension_Balance_vida-trabajo;La_compania_fomenta_el_equilibrio_entre_vida_personal_y_vida_familiar_;Dimension_Cultura;Muestro_un_sentimiento_de_orgullo_sobre_el_lugar_donde_trabajo;Recomiendo_a_otras_personas_sobre_las_vacantes_que_existen_en_esta_compania;La_empresa_donde_trabajo_tiene_buena_reputacion_en_el_sector;Que_tan_urgente_es_para_mi_que_la_compania_mejore_la_imagen_que_proyecta_hacia_el_sector_y_sus_colaboradores;Dimension_Mejoramiento_personal;La_empresa_se_preocupa_por_mi_como_persona;La_empresa_se_preocupa_por_mi_como_profesional;Dimension_Liderazgo;Tengo_una_buena_relacion_con_mi_jefe_o_supervisor;Mi_jefe_me_motiva_a_trabajar;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_bien;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_mal;Mi_jefe_es_un_lider_para_mi;Que_tan_urgente_es_para_mi_que_mejore_la_relacion_e_interrelacion_con_mi_jefe_inmediato;Recibo_toda_la_informacion_suficiente_para_realizar_bien_mi_trabajo;Las_instrucciones_que_recibo_de_mi_jefe_son_claras;Dimension_Percepcion_del_ambiente_de_trabajo;Percibo_un_buen_ambiente_laboral;Me_siento_conectado_con_mis_companeros_de_trabajo;Me_siento_conectado_con_otras_areas_de_la_compania;Percibo_que_aprovechan_mis_talentos_y_capacidades;Percibo_que_mi_salud_fisica_y_emocional_es_buena;Estoy_estresado_(a);Percibo_que_mi_salud_financiera_es_buena;La_compania_promueve_actividades_de_bienestar;He_participado_en_actividades_de_reconocimientos_a_empleados;De_1_a_5_evalua_el_clima_laboral_de_esta_organizacion_donde_1_mal_clima_y_5_buen_clima_laboral;Dimension_Comunicacion;La_alta_direccion_manifiesta_sus_objetivos_de_tal_forma_que_se_crea_un_sentido_comun_de_mision_identidad_y_proposito_entre_los_colaboradores;Recibo_noticias_de_la_organizacion;La_compania_me_informa_sobre_los_cambios_corporativos
37;5/20/24 12:26:49;5/20/24 12:33:31;anonymous;Generación Z;Femenino;Bogotá;;Bogotá;2021;Profesional;Unión Libre;No;Administrativo;TH;4;5;6;5;5;5;5;5;6;6;6;5;7;4;5;2;5;No;No;Si;Si;Si;No;Si;No;Si;No;Si;Si;Muy importante;No;No;Si;No;Si;Si;Si;Si;No;Muy urgente;No;Si;No;Si;Si;No;No;No;No;Muy urgente;No;No;Si;Si;Si;Si;Si;Si;Si;No;Si;No;4;Si;No;No;No
38;5/20/24 12:17:09;5/20/24 12:33:34;anonymous;Generación Z;Masculino;Bogotá;;Bogotá;2023;Bachiller;Soltero (a);1;Operativo;Guarda de seguridad;7;1;7;7;7;7;7;7;3;3;3;7;7;3;7;1;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;1;Si;Si;Si;Si
39;5/20/24 12:21:03;5/20/24 12:34:42;anonymous;Generación Z;Masculino;Bogotá;;Bogotá;2024;Bachiller;Soltero (a);2;Operativo;Guarda de seguridad ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;No;No;No;Si;Poco urgente;Si;No;No;Si;No;No;No;No;No;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;No;No;No;No
40;5/20/24 12:20:08;5/20/24 12:35:05;anonymous;Generación Y (milenials);Masculino;Medellín;;;2023;Tecnico;Casado (a);1;Operativo;Vigilante;1;1;1;1;1;3;1;1;1;1;3;1;2;3;3;2;2;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;No;No;4;Si;Si;No;No
41;5/20/24 12:27:25;5/20/24 12:36:35;anonymous;Generación Y (milenials);Masculino;Cúcuta;;;2023;Bachiller;Unión Libre;1;Operativo;guarda de seguridad;7;7;6;7;7;6;7;7;7;7;6;6;6;4;7;2;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
42;5/20/24 12:22:10;5/20/24 12:37:58;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2016;Bachiller;Casado (a);2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
43;5/20/24 12:30:43;5/20/24 12:38:29;anonymous;Generación Z;Masculino;Cúcuta;;;2023;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad;2;2;1;3;4;4;3;4;4;4;3;3;3;3;4;3;4;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;No;Si;No;No;No;No;Si;Si;Muy urgente;No;No;No;Si;Si;Si;No;No;No;Muy urgente;Si;Si;No;No;No;No;No;No;Si;No;No;No;1;Si;No;Si;Si
44;5/20/24 12:22:44;5/20/24 12:38:46;anonymous;Generación X;Masculino;Cúcuta;;;2024;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;2;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
45;5/20/24 12:30:19;5/20/24 12:38:59;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2021;Tecnico;Soltero (a);2;Operativo;Vigilante ;7;7;6;6;6;6;6;6;6;6;4;6;5;5;6;4;7;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;No;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;No;3;Si;Si;Si;Si
46;5/20/24 12:18:58;5/20/24 12:39:02;anonymous;Generación Y (milenials);Femenino;Medellín;;;2023;Bachiller;Soltero (a);No;Operativo;Vigilante ;1;1;1;1;1;3;1;1;1;1;3;1;2;3;3;1;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
47;5/20/24 12:33:28;5/20/24 12:39:11;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
48;5/20/24 12:21:51;5/20/24 12:39:28;anonymous;Generación Z;Masculino;Cúcuta;;;2024;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;7;7;7;7;6;7;6;7;7;7;6;6;6;7;6;7;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;No;5;Si;Si;Si;Si
49;5/20/24 12:25:41;5/20/24 12:39:38;anonymous;Generación X;Masculino;Bogotá;;;2008;Tecnico;Unión Libre;2;Operativo;Supervisor de seguridad ;7;7;7;7;7;7;7;7;7;7;6;7;7;5;6;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
50;5/20/24 12:29:42;5/20/24 12:40:43;anonymous;Generación Y (milenials);No binario;Cúcuta;;;2018;Bachiller;Soltero (a);1;Operativo;Guarda de seguridad ;6;7;6;6;6;4;6;6;6;6;7;7;6;1;6;1;7;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Poco importante;No;No;Si;Si;Si;Si;Si;Si;Si;Poco urgente;No;No;No;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;No;4;Si;Si;Si;Si
51;5/20/24 12:22:32;5/20/24 12:41:22;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2020;Tecnico;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;6;7;7;7;7;7;7;7;7;7;7;6;7;5;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;No;Si;Si;Si;Si;Si;Si;No;Muy urgente;No;No;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;5;Si;Si;Si;No
52;5/20/24 12:22:28;5/20/24 12:42:35;anonymous;Generación Y (milenials);Masculino;Medellín;;;2023;Tecnico;Unión Libre;2;Operativo;Vijilante;7;7;6;7;7;6;7;7;7;7;7;7;6;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
53;5/20/24 12:33:03;5/20/24 12:43:16;anonymous;Generación Y (milenials);Femenino;Medellín;;;2003;Bachiller;Soltero (a);2;Operativo;Guarda de seguridad ;3;6;3;5;7;4;7;6;7;7;3;3;6;5;7;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;Si;No;Si;No;Si;Si;No;No;Si;Si;5;Si;Si;No;No
54;5/20/24 12:25:30;5/20/24 12:44:20;anonymous;Generación Y (milenials);Masculino;Medellín;;;2023;Bachiller;Unión Libre;1;Operativo;Vigilante ;7;7;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
55;5/20/24 12:34:43;5/20/24 12:44:35;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2024;Bachiller;Unión Libre;1;Operativo;Guarda de Seguridad ;7;7;6;7;7;1;7;7;7;7;7;5;7;6;7;1;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
56;5/20/24 12:38:11;5/20/24 12:47:01;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2023;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;7;7;6;6;7;6;6;6;6;7;7;6;6;6;7;7;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;No;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
57;5/20/24 12:38:09;5/20/24 12:48:54;anonymous;Generación Z;No binario;Bogotá;;Bogotá;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;6;6;7;7;7;7;7;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;No;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
58;5/20/24 12:28:37;5/20/24 12:48:57;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2024;Bachiller;Unión Libre;2;Operativo;Vigilante ;2;7;6;7;7;5;6;7;7;7;5;7;6;7;7;5;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;No;No;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;No;5;Si;Si;Si;Si
59;5/20/24 12:26:53;5/20/24 12:51:28;anonymous;Generación Z;Masculino;Villavicencio;;;2023;Bachiller;Unión Libre;1;Administrativo;Vigilante ;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;6;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;No;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Si;5;No;Si;Si;Si
60;5/20/24 12:14:27;5/20/24 12:52:22;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2021;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;6;7;7;7;7;7;7;7;1;7;6;7;7;1;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;No;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
61;5/20/24 12:32:03;5/20/24 12:52:27;anonymous;Generación X;Femenino;Bucaramanga;;;2024;Bachiller;Casado (a);2;Operativo;Vigilante;7;7;7;7;7;6;7;7;7;7;1;7;6;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
62;5/20/24 12:31:18;5/20/24 12:52:41;anonymous;Baby Boom;Femenino;Bogotá;;Bogotá;2011;Profesional;Casado (a);2;Administrativo;Directora Comercial;7;6;7;6;7;6;6;6;7;7;6;5;6;6;6;6;5;Si;No;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Muy importante;No;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;5;Si;Si;Si;Si
63;5/20/24 12:37:32;5/20/24 12:53:13;anonymous;Generación X;Masculino;Medellín;;;2023;Bachiller;Unión Libre;4;Operativo;GUARDA DE SEGURIDAD;7;7;5;7;7;1;7;7;7;7;7;7;5;6;7;2;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
64;5/20/24 12:47:15;5/20/24 12:54:50;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2024;Bachiller;Soltero (a);No;Operativo;Vigilante ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Si;5;Si;Si;Si;Si
65;5/20/24 12:40:18;5/20/24 12:55:01;anonymous;Generación Y (milenials);Masculino;Neiva;;;2024;Bachiller;Casado (a);1;Administrativo;Guarda de seguridad ;7;7;6;7;7;1;7;7;7;7;6;6;7;3;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
66;5/20/24 12:17:59;5/20/24 12:55:31;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2020;Bachiller;Soltero (a);1;Operativo;Supervisor de seguridad ;7;7;7;7;7;6;7;7;7;7;2;7;6;7;7;2;7;No;No;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;No;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
67;5/20/24 12:36:22;5/20/24 12:55:55;anonymous;Generación Y (milenials);Masculino;Medellín;;;2023;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;7;7;7;7;2;7;7;7;7;7;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
68;5/20/24 12:38:19;5/20/24 12:56:16;anonymous;Generación X;Masculino;Bucaramanga;;;2023;Bachiller;Unión Libre;3;Operativo;Vigilante ;7;7;7;7;7;2;7;7;7;7;4;2;5;5;7;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
69;5/20/24 12:36:58;5/20/24 12:57:21;anonymous;Generación Y (milenials);Masculino;Medellín;;;2023;Bachiller;Unión Libre;1;Operativo;Vigilante;7;7;6;7;7;6;7;6;7;7;6;7;6;5;7;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
70;5/20/24 12:13:51;5/20/24 12:58:48;anonymous;Generación Y (milenials);Femenino;Bucaramanga;;;2003;Bachiller;Soltero (a);No;Operativo;Vigilante ;7;7;7;7;7;2;7;7;7;7;3;4;4;2;6;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
71;5/20/24 12:27:15;5/20/24 12:58:49;anonymous;Generación Y (milenials);Femenino;Medellín;;;2023;Bachiller;Unión Libre;3;Operativo;Guarda de seguridad ;7;7;7;7;7;3;5;7;7;7;1;6;7;2;7;2;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
72;5/20/24 12:48:15;5/20/24 13:00:27;anonymous;Baby Boom;Masculino;Bogotá;;Bogotá;2003;Bachiller;Soltero (a);No;Operativo;Guia canino;7;6;7;6;7;6;5;7;7;7;6;6;7;4;7;4;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;4;Si;Si;Si;Si
73;5/20/24 12:53:24;5/20/24 13:00:57;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2023;Bachiller;Unión Libre;3;Operativo;Guarda de seguridad ;7;7;3;7;7;3;7;7;7;7;1;7;3;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
74;5/20/24 12:55:29;5/20/24 13:04:56;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2008;Bachiller;Casado (a);2;Operativo;Supervisor ;7;7;7;7;7;1;7;7;7;7;1;7;7;1;7;1;7;Si;Si;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
75;5/20/24 12:57:22;5/20/24 13:06:04;anonymous;Generación Z;No binario;Bucaramanga;;;2023;Tecnico;Soltero (a);No;Operativo;Guarda de seguridad ;6;3;2;6;4;3;3;2;5;4;4;6;3;6;5;3;6;No;No;Si;No;Si;Si;Si;No;No;Si;Si;Si;Muy importante;No;Si;No;Si;No;No;No;Si;Si;Muy urgente;Si;No;No;Si;Si;No;No;No;No;Muy urgente;No;No;Si;Si;Si;No;Si;Si;No;No;Si;No;4;Si;Si;Si;No
76;5/20/24 12:58:46;5/20/24 13:07:18;anonymous;Generación Z;Masculino;Cúcuta;;;2022;Tecnico;Unión Libre;1;Operativo;Vigilante ;4;5;2;4;4;1;4;4;4;7;7;7;7;4;7;1;7;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;No;Si;No;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;No;5;Si;Si;Si;No
77;5/20/24 12:40:40;5/20/24 13:07:33;anonymous;Generación Z;No binario;Villavicencio;;;2023;Bachiller;Unión Libre;No;Operativo;Guarda;7;7;3;7;7;3;7;3;3;7;3;4;3;3;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;Si;3;Si;Si;Si;Si
78;5/20/24 12:40:18;5/20/24 13:07:36;anonymous;Generación Y (milenials);Femenino;Villavicencio;;;2023;Bachiller;Soltero (a);3;Operativo;Guarda de seguridad ;7;7;6;7;7;4;5;6;7;7;6;4;3;6;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;4;Si;Si;Si;Si
79;5/20/24 12:52:08;5/20/24 13:08:25;anonymous;Generación Z;Femenino;Medellín;;;2023;Bachiller;Soltero (a);No;Administrativo;Guarda de seguridad privada ;7;7;6;7;7;6;7;6;7;7;1;6;6;5;7;6;5;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;No;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
